title,description,display_date,Picture_link,Location,On_road,Price
Cultus euro II 2015,Family used car. Genuine car in and out. Minor scratches.  Only qalam. No potien no shower Driven on petrol throughout. Non accidental. Smart card. Lifetime token tax paid. Mechanical 100% ok. Every thing in working condition. Willing to exchange with another car. Urgently need to sell the  car. Price is final. Car can be checked ait wah cantt 27 area. O3o6. 5659528,12-06-20 1:38,https://apollo-singapore.akamaized.net:443/v1/files/vv5uliaf6sjm-PK/image;s=1080x1044,"Wah,Punjab,Pakistan","2015 - 23,000 km","Rs 1,100,000"
Honda city aspire prosmatec 1.5,"not a single work required, just buy and drive",07-06-20 11:10,https://apollo-singapore.akamaized.net:443/v1/files/zswbjc1w42mz-PK/image;s=1080x720,"Multan,Punjab,Pakistan","2015 - 80,500 km","Rs 2,275,000"
Toyota Corolla 1.3 GLI 2012,"Toyota Corolla 1.3 GLI 2012 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Manualgear transmission• Interior, exterior is good• Tyres condition is good• 52146 KM driven up till now• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Toyota Corolla 1.3 GLI 2012 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesShop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.C.H.S Society Main Khalid Bin Waleed Road Karachi Call Timings: 10: 00 AM to 5:00 PM",07-06-20 16:10,https://apollo-singapore.akamaized.net:443/v1/files/n7gxqszbrr3i2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2012 - 52,146 km","Rs 1,680,000"
"Toyota COROLLA Altis 1,6 automatic","Model Novembre 2019 Just Like Brand New Car woth all feature of Corolla Altis ,Buy in Décembre 2019 ,Drive only 6500 km .Price is Almost final, So Don't waste time to unserious Proposition. Only Serious Person Contact.Only Call",12-06-20 1:57,https://apollo-singapore.akamaized.net:443/v1/files/u7c13sl3pqj62-PK/image;s=1080x810,"Gujrat,Punjab,Pakistan","2019 - 6,500 km","Rs 3,200,000"
Daihatsu Mira ES  2017 model 2020 import,"Daihatsu Mira ES 2017 modelFresh import and only 2400 driven ,just like zero meter car0333 - 5600066",12-06-20 1:56,https://apollo-singapore.akamaized.net:443/v1/files/t2jbi07mz7mj2-PK/image;s=1080x1080,"Islamabad,Islamabad Capital Territory,Pakistan","2017 - 2,400 km","Rs 1,675,000"
Daihatsu Mira 2016 Model,Daihatsu Mira 2016 modelNeat and cleanAutomatic Gear shiftersPower SteeringImport 2020Feel free to contact me at the further detailsCar available in Rawalpindi0333 - 5600066,12-06-20 1:56,https://apollo-singapore.akamaized.net:443/v1/files/fql9258be9a13-PK/image;s=1080x1080,"Islamabad,Islamabad Capital Territory,Pakistan","2016 - 25,000 km","Rs 1,690,000"
HONDA CIVIC TURBO 1.5 RS B2B GENIUNE..,HONDA CIVIC 1.5 TURBO RS Bumper to bumper geniune Car.BRAND NEW TYRES INSTALLED LIGHTS UPGRADED TO 2020 MODEL.BODY KITS INSTALLED MODULO.. SCRACHLESS EXTERIOR THROUGH OUT DRIVEN ON HIGHOCTANE.FIRST OWNERR CAR EACH N EVERY THING IS COMPLETE . TOKEN UPDATED 2020... SORRY FOR TIME WASTERS & DEALERS KINNDLYY IF YOU ARE AGREEE THEN CONTACT...NO EXCHANGE...,06-06-20 20:21,https://apollo-singapore.akamaized.net:443/v1/files/1at8pr9eggeh2-PK/image;s=1080x1440,"Jhelum,Punjab,Pakistan","2016 - 57,200 km","Rs 3,295,000"
Honda City IVTEC,Honda City IVTEC (auto)Automatic TransmissionTomato Red Colour Full Original One hand used..,05-06-20 15:48,https://apollo-singapore.akamaized.net:443/v1/files/jekl7hn6nfg02-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2017 - 42,000 km","Rs 2,300,000"
Toyota Mark II Grande 2001 Reg 2007 UNTOUCH Extraordinary,Toyota Mark II Grande Model 2001 Reg 2007Untouch 100% Percent Original Extraordinary,14-05-20 20:11,https://apollo-singapore.akamaized.net:443/v1/files/yj1348tvbf1w1-PK/image;s=1080x808,"Karachi,Sindh,Pakistan","2001 - 100,000 km","Rs 1,500,000"
DAIHATSU HIJET AUTO APL 2014/18,TOTAL GENUINE VERY GOOD CONDITION MORE INFORMATION CONTACT THE NUMBER OF PROFILE,03-06-20 14:49,https://apollo-singapore.akamaized.net:443/v1/files/w6qxcdaaipql3-PK/image;s=1080x1440,"Lahore,Punjab,Pakistan","2014 - 85,000 km","Rs 1,025,000"
Volkswagen 2018,"Volks Wagen LED-18-4350 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-•Total Genuine • Every function and every electronic is completely working• Original registration book, file, both number plates available• Automatic Gear• 62542 KM driven up till now, as the physical and engine condition speaks for itself• Penniless work required,• Perfect interior, exterior, engine, suspension• Tyres condition is good• Smooth, powerful and comfortable luxury drive without any squeaks or issues• Chilled A/C At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for volks Wagen. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Franchise is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or Visit us at the following Carfirst Franchise Mohsin Cars 105- E Main Boulevard DHA Near Bank of Punjab Lahore cantt to check out the latest cars, promotions, rewards & other value added services.Mohsin Cars.Carfirst Franchise, Lahore.Call Timings: 11: 00 AM to 7:00 PM",03-06-20 17:29,https://apollo-singapore.akamaized.net:443/v1/files/wbphg6m9c7re-PK/image;s=1080x607,"Lahore,Punjab,Pakistan","2013 - 62,542 km","Rs 1,600,000"
Nissan Juke 1.5 2012,"Nissan Juke 1.5 2012 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Automatic gear transmission• Push Start• Climate Control A/C• Retractable Side Mirrors• Interior, exterior is Excellent• 104096 KM driven up till now• Registered City: Lahore At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Nissan Juke 1.5 2012 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesFerozpur Road - 9-L, Gulberg III, LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 2:20,https://apollo-singapore.akamaized.net:443/v1/files/uqlpos12t76r-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2012 - 104,096 km","Rs 1,980,000"
Passo ABS Keyless Hana1.0,Toyota Passo White Colour Hana1.0 Front Sofa Seat Keyless ABS Chilled Ac Model 2011 Registered Islamabad 2015 My Own Name Life Time token Paid Book Original Mechanically Body Perfect 9/10 Condition No Dent Paint Accident Price Almost final Only Serious Buyer Call/Msg from 10am to 6pm Don't Give Any Foolish Offer Hope U All Understand. ..,04-06-20 16:15,https://apollo-singapore.akamaized.net:443/v1/files/q58jnu7z1ayr3-PK/image;s=1080x1440,"Rawalpindi,Punjab,Pakistan","2011 - 125,000 km","Rs 1,475,000"
Honda City 1.5 i-VTEC Aspire 2014,"Honda City 1.5 i-VTEC Aspire 2014 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Manual gear transmission• Interior, exterior is Excellent•Leather Seats• 94930 KM driven up till now• Registered City: Lahore At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Honda City 1.5 i-VTEC Aspire 2014 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesFerozpur Road - 9-L, Gulberg III, LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 3:42,https://apollo-singapore.akamaized.net:443/v1/files/w66fa4erit7s2-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2014 - 94,930 km","Rs 1,766,000"
Wagon R 2017,First owner Totally genuine Condition 10/10,12-06-20 2:09,https://apollo-singapore.akamaized.net:443/v1/files/g7fyvx9use0j-PK/image;s=1080x1440,"Lahore,Punjab,Pakistan","2017 - 39,000 km","Rs 1,450,000"
Honda City i-vtec 2019,Only for serious buyer (Price little bit negotiable)First owner fully original Modern Steel Metallic colourMileage 11300 km done ✅Things which are installed * Android lcd Navigator * Fog lamps* Original Honda ground flooring * High quality seats cover * Sun visor and Thailand paper glass lints.No work required just but and drive,12-06-20 2:08,https://apollo-singapore.akamaized.net:443/v1/files/gkfc10sbbwkv3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2019 - 11,000 km","Rs 2,350,000"
Toyota Corolla 1.3 XE 1996,"Toyota Corolla 1.3 XE 1996 with Navigation is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Manual gear transmission• Interior, exterior is good• 101255 KM driven up till now• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Toyota Corolla 1.3 XE 1996 with Navigation Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesMetro Cash & Carry Thokar Niaz Baig-LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 1:26,https://apollo-singapore.akamaized.net:443/v1/files/7u3pd61c5ksa1-PK/image;s=1080x540,"Lahore,Punjab,Pakistan","1996 - 101,255 km","Rs 600,000"
Toyota vitz smile editiom 1.0,2018 nov import2019 registrationLahore numWhen imported millege wqs 20k with 4.5  gradeNow millege is 60kSingle handed usedSky blue colour..Location multanPush start..,05-06-20 19:32,https://apollo-singapore.akamaized.net:443/v1/files/bchksebxag4n3-PK/image;s=1080x2282,"Multan,Punjab,Pakistan","2015 - 58,000 km","Rs 2,060,000"
1430000,No tuching gujar khan cahik ho sakti hi,12-06-20 0:41,https://apollo-singapore.akamaized.net:443/v1/files/c65hm6fv373w3-PK/image;s=1080x500,"Gujar Khan,Punjab,Pakistan","2010 - 130,000 km","Rs 1,430,000"
Suzuki Swift 1.3 DLX 2017,"Suzuki Swift 1.3 DLX is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:- • Original registration book, file, both number plates available• Manual gear transmission• Interior, exterior is good•Tyres condition is good• 29988 KM driven up till now• Registered City: Lahore At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Suzuki Swift 1.3 DLX Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services.Visit us at any of the following Carfirst SalesFerozpur Road - 9-L, Gulberg III, LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 2:35,https://apollo-singapore.akamaized.net:443/v1/files/kltoxyq10qg11-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2017 - 29,988 km","Rs 1,625,000"
Toyota Prius 2016/2018,"Toyota Prius 2016/2018 registered is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Every function and every electronic is completely working• Original registration book, file, both number plates available• Automatic gear transmission• 104200 KM driven up till now, as the physical and engine condition speaks for itself• Penniless work required,• Perfect interior, exterior, engine, suspension• Tyres condition is good• Smooth, powerful and comfortable luxury drive without any squeaks or issues• Chilled A/C At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Toyota Prius Lovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Franchise is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget. Call now or Visit us at the following Carfirst Franchise E World International 931 J2 MA johar Town Lahore to check out the latest cars, promotions, rewards & other value added services.E World InternationalCarfirst Franchise, Lahore.Call Timings: 11: 00 AM to 5:00 PM",19-05-20 12:02,https://apollo-singapore.akamaized.net:443/v1/files/667oqr3y3pv6-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2016 - 104,200 km","Rs 4,200,000"
SUZUKI ALTO OWSAME,Salam  Alto CNG+PATROL CPLC Clear tube less tyre Allairim only call no sms,12-06-20 1:38,https://apollo-singapore.akamaized.net:443/v1/files/avbrjabcjk473-PK/image;s=1080x607,"Karachi,Sindh,Pakistan","2004 - 123,456 km","Rs 375,000"
HONDA FIT AUTO 2011/15/15,"Honda fit 2011 model and 2015 import.Sports model with eco mode, idling stop, hybrid system active, cruise conttol, multimedia, front back camera, parking sensors.",03-06-20 14:38,https://apollo-singapore.akamaized.net:443/v1/files/ucplttc18mt32-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2011 - 86,000 km","Rs 1,850,000"
Toyota Corolla Altis 1.6 Automatic,2017 ModelLahore Registered 73000 MileageExcellent ConditionNeat and clean interior Original MileageToken tax is upto dateMechanically 100% fitOriginal Book Available Sealed and powerfull enginePrice is slightly negotiable No Time wasters please,12-06-20 0:49,https://apollo-singapore.akamaized.net:443/v1/files/53k06qozfk0u1-PK/image;s=1080x1440,"Multan,Punjab,Pakistan","2017 - 73,000 km","Rs 2,650,000"
Honda Civic 2018,Civic 2018 oriel SR CVT UGBumper to Bumper genuine 2nd owner Lahore registeredOriginal mileageComplete file,12-06-20 0:49,https://apollo-singapore.akamaized.net:443/v1/files/njlbf0ja2x762-PK/image;s=1080x492,"Lahore,Punjab,Pakistan","2018 - 20,000 km","Rs 3,650,000"
Automatic Honda City IVTEC 2011 Model,Honda City IVTEC 2018 modelOnly one Piece Touch-upExcellent ConditionAutomatic captionsPower WindowsFeel free to contact me at the further detailsCar available in Rawalpindi0333 - 5600066,12-06-20 1:56,https://apollo-singapore.akamaized.net:443/v1/files/ztfnlx5s1by22-PK/image;s=1080x1080,"Islamabad,Islamabad Capital Territory,Pakistan","2011 - 80,000 km","Rs 1,590,000"
Honda N Box 2014 Model,Honda N Box 2014 ModelAutomatic GearBest for familyNeat and clean ConditionExcellent Conditionimport 2018Feel free to contact us forthe further detailsCar available in Rawalpindi 0333 - 5600066,12-06-20 1:56,https://apollo-singapore.akamaized.net:443/v1/files/424mal9zxhre1-PK/image;s=1080x1440,"Islamabad,Islamabad Capital Territory,Pakistan","2014 - 55,000 km","Rs 1,290,000"
Toyota sienta 2015 model,Toyota sienta 2015 modelExcellent ConditionNeat and clean ConditionAirbags GenuineTotal GenuineFeel free to contact me at the further details,12-06-20 1:56,https://apollo-singapore.akamaized.net:443/v1/files/ix7na8l8e5g71-PK/image;s=1080x1080,"Rawalpindi,Punjab,Pakistan","2015 - 27,000 km","Rs 2,500,000"
Hybrid Camry Upgraded,"One of its kind Camry with a lot of extras not found in any other Camry. In use of a Senior Executive and only as second car. Face lifted (front and back bumpers, head and tail LED lights and parking lights), Modesto body kit and Camry Logo (with led lights) doorsills installed. Tesla screen as well as Cruise Control installed and working flawlessly.  Hybrid battery at 80% and giving average of 17 on lomg drive and 13-14 in City. Low profile new tyres changed last month. All original docs available. Lots of upgrades done including 5D leatherite carpet cover front and back, white LED room lights, Chrome trims imported for front bumper as well as door handles, window buttonsand ac vents, fast charging 3.0 power USB socket and lots more.",19-05-20 16:57,https://apollo-singapore.akamaized.net:443/v1/files/akpd9xf2wkq73-PK/image;s=1080x607,"Lahore,Punjab,Pakistan","2012 - 125,000 km","Rs 4,600,000"
Honda Civic 1.5 EXI 2006,"Honda Civic 1.5 EXI 2006 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Manual gear transmission• Interior, exterior is Excellent• Tyres condition is good• 178244 KM driven up till now• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Honda Civic 1.5 EXI 2006 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesShop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.C.H.S Society Main Khalid Bin Waleed Road Karachi Call Timings: 10: 00 AM to 5:00 PM",07-06-20 18:36,https://apollo-singapore.akamaized.net:443/v1/files/n09sppdb7f6v3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2006 - 178,244 km","Rs 800,000"
King long chinese van 2015 model,King long van 2015 model 2016 registered for sale First ownerاس گاڑی میں سارا سامان ٹویوٹا 90 ماڈل کا لگتا ہے سوائے اگلی شو کے،باکی تمام باڈی پارٹس اور انجن پارٹس 90 ماڈل ہا ہے،انجن پارٹس سارا 3rz toyota. کا لگتا ہے۔,23-05-20 15:24,https://apollo-singapore.akamaized.net:443/v1/files/s2ucgnbbtisi2-PK/image;s=1080x1921,"Lahore,Punjab,Pakistan","2015 - 77,000 km","Rs 1,350,000"
Mira (Pixis) Geniune Condition 2014 Model,MIRA (Pixis) First Owner CarTotal Geniune paint Model 2014 Reg /2015Original documents Lifetime token Power stearing Power Window Automatic transmission Neat & Clean interior & Exterior Scratchless BodyEXCELLENT FUEL CONSUMPTION 20KM /LiterNew Tyres installed Back camera installed Car in excellent condition No Work required just buy&Drive,08-06-20 23:24,https://apollo-singapore.akamaized.net:443/v1/files/5loq9mlisalz2-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2015 - 778,627 km","Rs 1,225,000"
Toyota Vitz F 1.0,Toyota Vitz F 1.02012 ModelRegistration 2015Power WindowPower StaringPower MirrorAir BagAndroid TapeAlloy Rim tyre,29-05-20 20:17,https://apollo-singapore.akamaized.net:443/v1/files/2zkjdrib4o6s3-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2012 - 65,000 km","Rs 1,580,000"
Toyota Vitz F Smart Package 1.0 Fresh Import 2020,"Toyota Vitz F Smart Package 1.0 Model 2016 Fresh Import 2020 With Verifiable Auction Sheet 4 Grade Genuine Mileage 69000km Radar, Pre Crash, Lane Assist, Traction Control, Eco Engine Rs=2,250,000",30-05-20 15:35,https://apollo-singapore.akamaized.net:443/v1/files/n0gmvqa1wuf1-PK/image;s=1080x808,"Lahore,Punjab,Pakistan","2016 - 70,000 km","Rs 2,250,000"
total jenioun bumper to bumper,"toyota prado land cruiser is goood condition,total jenioun new. tyre sound less engine new interior",12-06-20 0:58,https://apollo-singapore.akamaized.net:443/v1/files/rybsjkzr113n1-PK/image;s=1080x810,"Rawalpindi,Punjab,Pakistan","1992 - 200,000 km","Rs 175,000"
ac cng petrol,ac child cng working petrol on driveallowrim new tyresyspention okcenter locking power windows power retract miror boster braks docomenta complete cplc aclc sab clear only one nmber plat mis baki sab chize k he argent sale r gari showr he per bhot halka sa pata nai lagta .,12-06-20 0:58,https://apollo-singapore.akamaized.net:443/v1/files/7rrmnnkv1hl02-PK/image;s=1080x810,"Karachi,Sindh,Pakistan",2004 - 786 km,"Rs 285,000"
Suzuki bolna,"Suzuki bolna 800cc model 2001 ,CNG petrol , alarm tayar song sitting out side shawar inside jniyan color white only home used",12-06-20 0:58,https://apollo-singapore.akamaized.net:443/v1/files/5mxxa67sagsm-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2001 - 2,000 km","Rs 430,000"
5A Grade White Honda Vezel RS Sensing 2016-19 Low Mileage 100% Genuine,0300 - 9617889PRICE Negotiable for SERIOUS buyers!!!• 5-A Auction Grade with Verifiable Auction Sheet. • First Owner. • 2016/19 Special Auction Number Islamabad Registered. • Totally Spotless !! • Just like a BRAND NEW CAR!!!  Seeing is Believing!!!ONE OF A KIND. A COMPLETE TREAT FOR VEZEL RS LOVERS!Specifications:•RS specific Two-Toned Body Colour•RS-specific Paddles•RS-specific Complete Leather-Suede Seats and Doors•RS specific 18 inch Alloy Wheels•Smart Entry with Push Start•Leather-Stitched Multimedia Steering•Paddle Shifters•Adaptive Cruise Control•Auto Braking system•Lane Change-Keep Assist•Traction Control•Eco-Normal-Sports mode•Electronic Parking•Auto Brake Hold Function•Electronic Stability Control•Brake Force Distribution•8 AirBags•Original Honda Multimedia LCD Player•Assisted Back View Camera•Heating Seats•Auto-Dimming Back View Mirror•Auto Retractable & Heated Side Mirrors•Blind Spot Mirror•Chrome handles•HID Lamps•LED Fog Lamps•DRLsand Much More!!!,23-05-20 0:10,https://apollo-singapore.akamaized.net:443/v1/files/x0ve8wy1lu501-PK/image;s=1080x1128,"Lahore,Punjab,Pakistan","2016 - 9,000 km","Rs 4,890,000"
"Toyota Corolla Gli, 2011 Model","The vehicle is in good condition & being used for family. No mechanical fault. It holds Alloy Rims, LCD, Back View Camera, Leather Seats etc. Under the use of Government Officer. Price is negotiable",10-06-20 16:37,https://apollo-singapore.akamaized.net:443/v1/files/nomnp95wzfus3-PK/image;s=1080x810,"Rawalpindi,Punjab,Pakistan","2011 - 142,000 km","Rs 1,525,000"
Honda Civic Vti Oriel Prosmatec 1.8 2013 black bumper to bumper genuin,"HONDA CIVIC VTI ORIEL PROSMATEC (1800cc)Model and Registration 2013Only 76,000 KMBumper to bumper original Pearl Black ColorOriginal Rims and new tiresPower KeyTrunk Opener  Climate control A/COriginal lightsOriginal Sports Fog lightsOriginal leather seatsPower mirrors",03-06-20 20:47,https://apollo-singapore.akamaized.net:443/v1/files/54ioz8fxqeqp3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2013 - 76,000 km","Rs 2,300,000"
Alto VXR 2011 (Full Genuine),Mint Condition Bumper to bumperFamily Used CarGenuine self engine,12-06-20 2:06,https://apollo-singapore.akamaized.net:443/v1/files/xg0fw0992v4g2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2011 - 55,000 km","Rs 750,000"
Suzuki cultus 2006 VXR AC o3o17070613,Good conditionAndr se orignal ha sari or bahir se shower for fresh look no poteen hoda digi orignlAc full chilled sound spear amplifier Cng clender nhi ha viring lagi hoi ha orignlEngion sespention Are OkTyre New Documents Clear And Orignal5 lakh se niche wale apna or mera time waste na krein thnnks you,12-06-20 2:06,https://apollo-singapore.akamaized.net:443/v1/files/qkdqut3398z12-PK/image;s=1080x2342,"Faisalabad,Punjab,Pakistan","2006 - 100,000 km","Rs 535,000"
Honda city Bumper to Bumper Genuine for urgent sale.,"Honda city 2020 registration, bumper to bumper genuine,lcd back camera,neat & clean interior, mint condition,",12-06-20 2:06,https://apollo-singapore.akamaized.net:443/v1/files/f2ma2x4pkwdv1-PK/image;s=1080x1440,"Rahimyar Khan,Punjab,Pakistan","2020 - 16,550 km","Rs 2,350,000"
1300 cc Genuine. Registered in 2012.,AOA. I want to sale my car which colour is pearl  white. Everything is in working and good condition. Every seals of car are original. Showered from left side. Air bags are Genuine. Engine is in Good and water throwing  condition. Suspension is Ok. Original Book File and No. Plates are Available  This car is full Option.  keyless entryClimate Control AC.Push Start.Imobilizer Remote key.Please contact only serious buyers.Only call no sms and olx chat.,28-05-20 22:10,https://apollo-singapore.akamaized.net:443/v1/files/3ylycmvzd7471-PK/image;s=1080x810,"Gujranwala,Punjab,Pakistan","2006 - 115,000 km","Rs 1,400,000"
Suzuki Every carry Manual transmission,Suzuki every PA Manual transmission (gear)Model 2015 fresh clear MAY 2020Bamper to bamper genuine 3.5 gradeNeat and clean interior and exterior like brand new.  Showroom condition Mileage per liter 20km 3 every manual dibay available hein.,10-05-20 5:47,https://apollo-singapore.akamaized.net:443/v1/files/z429ur0wlk1b1-PK/image;s=1080x810,"Sialkot,Punjab,Pakistan","2015 - 93,000 km","Rs 1,550,000"
Suzuki alto vxr,"Aslamoalikum suzuki alto vxr 100cc tottaly  geniune car only 1 piece touch orignal docoments own my named transfer ac full chilled engine 100% water throwing,suspension 90%, tyers 80%, allow rims orignal cng fitted no any work requierd just buy and drive only serious buyers contact me",12-06-20 0:40,https://apollo-singapore.akamaized.net:443/v1/files/u44ikb4l5whp1-PK/image;s=1080x760,"Lahore,Punjab,Pakistan","2004 - 110,000 km","Rs 580,000"
Suzuki mehran VX,"Mehran VX 2008 AC Patrol CNG Company Fitted,All Systems Working, Bluetooth Sound System ,Full Genuine Condition, No Shower, No Touch-up, Mint Condition,1st OwnerDocuments Complete C.P.L.C Clear Engine Suspensions Exel 100%,Just buy and Drive",12-06-20 0:34,https://apollo-singapore.akamaized.net:443/v1/files/9ppg4uxn5p7r-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2008 - 75,000 km","Rs 380,000"
Mehran 1997,..white colour...genune body...A/c fitted...,12-06-20 0:33,https://apollo-singapore.akamaized.net:443/v1/files/apxf613sxxrq1-PK/image;s=1080x1918,"Bahawalpur,Punjab,Pakistan","1997 - 100,000 km","Rs 260,000"
LANCER 2005 MINT CONDITION,lancer 2005 mint condition .ac.power window power mirror  power stering  sunroof .outer shower iner genuine. endroid lcd wid gps and back camera. lyrim .new btry. engine 100% suspension ok. emplifier woofer,12-06-20 0:33,https://apollo-singapore.akamaized.net:443/v1/files/x81uq696zaep-PK/image;s=1080x810,"Gujrat,Punjab,Pakistan","2005 - 157,777 km","Rs 785,000"
Chevrolet original condition,Chevrolet original condition,12-06-20 1:38,https://apollo-singapore.akamaized.net:443/v1/files/kkmr6k7wirnq2-PK/image;s=1080x486,"Islamabad,Islamabad Capital Territory,Pakistan","2004 - 200,000 km","Rs 450,000"
